,Wall time,Step,Value,group
2,1663510684.1135926,15000,1201.6993408203125,20220918_4_TEArmy.csv
3,1663510812.1595578,20000,1204.073486328125,20220918_4_TEArmy.csv
4,1663510931.699889,25000,1204.5711669921875,20220918_4_TEArmy.csv
5,1663511024.7622955,30000,1206.377197265625,20220918_4_TEArmy.csv
6,1663511163.4820683,35000,1209.3021240234375,20220918_4_TEArmy.csv
7,1663511266.4407735,40000,1211.1312255859375,20220918_4_TEArmy.csv
8,1663511445.4604566,45000,1211.207275390625,20220918_4_TEArmy.csv
9,1663511585.8383002,50000,1210.3028564453125,20220918_4_TEArmy.csv
10,1663511678.3885596,55000,1210.087646484375,20220918_4_TEArmy.csv
11,1663511790.3464427,60000,1213.1395263671875,20220918_4_TEArmy.csv
12,1663511917.843083,65000,1216.0296630859375,20220918_4_TEArmy.csv
13,1663512044.9563625,70000,1218.4954833984375,20220918_4_TEArmy.csv
14,1663512131.8704464,75000,1222.0369873046875,20220918_4_TEArmy.csv
15,1663512250.9588351,80000,1223.979736328125,20220918_4_TEArmy.csv
16,1663512357.0064116,85000,1226.8253173828125,20220918_4_TEArmy.csv
17,1663512480.4077826,90000,1227.8011474609375,20220918_4_TEArmy.csv
18,1663512566.9309466,95000,1228.7718505859375,20220918_4_TEArmy.csv
19,1663512680.3915265,100000,1229.43017578125,20220918_4_TEArmy.csv
20,1663512770.80609,105000,1231.251708984375,20220918_4_TEArmy.csv
21,1663512853.2853134,110000,1232.156982421875,20220918_4_TEArmy.csv
22,1663512959.7303843,115000,1236.0206298828125,20220918_4_TEArmy.csv
23,1663513047.318776,120000,1240.3614501953125,20220918_4_TEArmy.csv
24,1663513144.1192994,125000,1241.09228515625,20220918_4_TEArmy.csv
25,1663513254.7199583,130000,1242.361328125,20220918_4_TEArmy.csv
26,1663513342.7223952,135000,1243.9803466796875,20220918_4_TEArmy.csv
27,1663513437.5085783,140000,1244.592529296875,20220918_4_TEArmy.csv
28,1663513536.902274,145000,1245.1767578125,20220918_4_TEArmy.csv
29,1663513621.9578135,150000,1246.384765625,20220918_4_TEArmy.csv
30,1663513736.895966,155000,1249.435546875,20220918_4_TEArmy.csv
31,1663513835.8914964,160000,1250.46923828125,20220918_4_TEArmy.csv
32,1663513916.4348009,165000,1252.805908203125,20220918_4_TEArmy.csv
0,1663514334.057017,5000,1201.76220703125,20220918_5_TEArmy.csv
1,1663514459.9314995,10000,1203.6654052734375,20220918_5_TEArmy.csv
2,1663514566.5260737,15000,1203.91552734375,20220918_5_TEArmy.csv
3,1663514685.2923963,20000,1204.9117431640625,20220918_5_TEArmy.csv
4,1663514799.3497784,25000,1205.828857421875,20220918_5_TEArmy.csv
5,1663514934.7900996,30000,1206.5155029296875,20220918_5_TEArmy.csv
6,1663515053.8860776,35000,1207.1334228515625,20220918_5_TEArmy.csv
7,1663515176.933602,40000,1207.1651611328125,20220918_5_TEArmy.csv
8,1663515292.8683116,45000,1207.6109619140625,20220918_5_TEArmy.csv
9,1663515380.8970234,50000,1210.4180908203125,20220918_5_TEArmy.csv
10,1663515493.118522,55000,1211.43994140625,20220918_5_TEArmy.csv
11,1663515594.942376,60000,1215.5911865234375,20220918_5_TEArmy.csv
12,1663515700.6698442,65000,1216.69482421875,20220918_5_TEArmy.csv
13,1663515822.1791377,70000,1218.2158203125,20220918_5_TEArmy.csv
14,1663515944.5952218,75000,1218.6197509765625,20220918_5_TEArmy.csv
15,1663516037.231109,80000,1219.132080078125,20220918_5_TEArmy.csv
16,1663516168.236331,85000,1218.7724609375,20220918_5_TEArmy.csv
17,1663516260.5758102,90000,1219.187744140625,20220918_5_TEArmy.csv
18,1663516359.7906551,95000,1220.705810546875,20220918_5_TEArmy.csv
19,1663516461.5471313,100000,1223.3087158203125,20220918_5_TEArmy.csv
20,1663516569.9095008,105000,1224.905517578125,20220918_5_TEArmy.csv
21,1663516705.4481945,110000,1224.905517578125,20220918_5_TEArmy.csv
22,1663516787.0282705,115000,1224.905517578125,20220918_5_TEArmy.csv
23,1663516888.8535497,120000,1226.802490234375,20220918_5_TEArmy.csv
24,1663516969.240921,125000,1229.0433349609375,20220918_5_TEArmy.csv
25,1663517073.589105,130000,1231.5863037109375,20220918_5_TEArmy.csv
26,1663517169.4986112,135000,1232.7440185546875,20220918_5_TEArmy.csv
27,1663517256.7497764,140000,1232.7440185546875,20220918_5_TEArmy.csv
28,1663517350.8578255,145000,1233.4908447265625,20220918_5_TEArmy.csv
29,1663517442.0144153,150000,1237.626220703125,20220918_5_TEArmy.csv
30,1663517553.9702828,155000,1239.2353515625,20220918_5_TEArmy.csv
31,1663517637.604169,160000,1240.4940185546875,20220918_5_TEArmy.csv
32,1663517741.4165375,165000,1244.772216796875,20220918_5_TEArmy.csv
33,1663517831.5039396,170000,1246.9862060546875,20220918_5_TEArmy.csv
34,1663517932.7922225,175000,1248.0360107421875,20220918_5_TEArmy.csv
35,1663518016.7160242,180000,1251.651611328125,20220918_5_TEArmy.csv
36,1663518131.5267315,185000,1252.62109375,20220918_5_TEArmy.csv
37,1663518218.569209,190000,1253.6317138671875,20220918_5_TEArmy.csv
38,1663518312.90688,195000,1257.7646484375,20220918_5_TEArmy.csv
