,Wall time,Step,Value,group
0,1663490024.1240523,5000,1202.28369140625,20220918_2_TEArmy.csv
1,1663490113.4184153,10000,1205.1265869140625,20220918_2_TEArmy.csv
2,1663490231.851667,15000,1205.9437255859375,20220918_2_TEArmy.csv
3,1663490334.093101,20000,1207.914306640625,20220918_2_TEArmy.csv
4,1663490430.5057216,25000,1208.22705078125,20220918_2_TEArmy.csv
5,1663490531.4868736,30000,1208.346435546875,20220918_2_TEArmy.csv
6,1663490634.3548148,35000,1209.1004638671875,20220918_2_TEArmy.csv
7,1663490734.341006,40000,1213.662109375,20220918_2_TEArmy.csv
8,1663490829.4575143,45000,1218.268798828125,20220918_2_TEArmy.csv
9,1663490925.277465,50000,1222.1912841796875,20220918_2_TEArmy.csv
10,1663491023.5440693,55000,1224.701416015625,20220918_2_TEArmy.csv
11,1663491125.7967744,60000,1224.844970703125,20220918_2_TEArmy.csv
12,1663491205.131571,65000,1224.844970703125,20220918_2_TEArmy.csv
13,1663491301.724566,70000,1224.844970703125,20220918_2_TEArmy.csv
14,1663491397.7562408,75000,1224.844970703125,20220918_2_TEArmy.csv
15,1663491484.1112814,80000,1227.317626953125,20220918_2_TEArmy.csv
16,1663491595.2960162,85000,1231.7476806640625,20220918_2_TEArmy.csv
17,1663491675.6096938,90000,1233.1513671875,20220918_2_TEArmy.csv
18,1663491792.5103328,95000,1233.168212890625,20220918_2_TEArmy.csv
19,1663491876.4026177,100000,1233.820556640625,20220918_2_TEArmy.csv
20,1663491955.567115,105000,1238.1854248046875,20220918_2_TEArmy.csv
21,1663492047.2916317,110000,1240.9224853515625,20220918_2_TEArmy.csv
22,1663492143.8475535,115000,1241.005859375,20220918_2_TEArmy.csv
23,1663492237.3251152,120000,1242.7823486328125,20220918_2_TEArmy.csv
24,1663492325.7258008,125000,1244.2734375,20220918_2_TEArmy.csv
25,1663492419.285989,130000,1245.3104248046875,20220918_2_TEArmy.csv
26,1663492499.279287,135000,1247.56103515625,20220918_2_TEArmy.csv
27,1663492591.5542505,140000,1250.0206298828125,20220918_2_TEArmy.csv
28,1663492676.4081576,145000,1250.2166748046875,20220918_2_TEArmy.csv
29,1663492763.6807263,150000,1252.737060546875,20220918_2_TEArmy.csv
30,1663492858.402212,155000,1253.2513427734375,20220918_2_TEArmy.csv
31,1663492943.8480809,160000,1254.6168212890625,20220918_2_TEArmy.csv
32,1663493039.7845724,165000,1254.4029541015625,20220918_2_TEArmy.csv
33,1663493111.5845332,170000,1255.78564453125,20220918_2_TEArmy.csv
34,1663493197.7747006,175000,1258.787353515625,20220918_2_TEArmy.csv
35,1663493288.259925,180000,1258.2978515625,20220918_2_TEArmy.csv
36,1663493377.532334,185000,1258.5693359375,20220918_2_TEArmy.csv
37,1663493460.297927,190000,1261.2799072265625,20220918_2_TEArmy.csv
38,1663493553.6758685,195000,1263.01513671875,20220918_2_TEArmy.csv
39,1663493629.287876,200000,1263.8519287109375,20220918_2_TEArmy.csv
40,1663493739.5023067,205000,1265.022705078125,20220918_2_TEArmy.csv
0,1663510426.249865,5000,1201.599609375,20220918_4_TEArmy.csv
1,1663510549.2105112,10000,1201.7471923828125,20220918_4_TEArmy.csv
